glbElecChanId    rdoIdx    armIdx    refApvIdx    apvIdx    sigElecChanId
10727    2    2    3    3    103
10728    2    2    3    3    104
10729    2    2    3    3    105
10730    2    2    3    3    106
10731    2    2    3    3    107
10732    2    2    3    3    108
10733    2    2    3    3    109
10734    2    2    3    3    110
10735    2    2    3    3    111
10736    2    2    3    3    112
10737    2    2    3    3    113
10738    2    2    3    3    114
10739    2    2    3    3    115
10740    2    2    3    3    116
10741    2    2    3    3    117
10742    2    2    3    3    118
10743    2    2    3    3    119
10744    2    2    3    3    120
10745    2    2    3    3    121
10746    2    2    3    3    122
10747    2    2    3    3    123
10748    2    2    3    3    124
10749    2    2    3    3    125
10750    2    2    3    3    126
10751    2    2    3    3    127
10752    2    2    4    4    0
10753    2    2    4    4    1
10754    2    2    4    4    2
10755    2    2    4    4    3
10756    2    2    4    4    4
10757    2    2    4    4    5
10758    2    2    4    4    6
10759    2    2    4    4    7
10760    2    2    4    4    8
10761    2    2    4    4    9
10762    2    2    4    4    10
10763    2    2    4    4    11
10764    2    2    4    4    12
10765    2    2    4    4    13
10766    2    2    4    4    14
10767    2    2    4    4    15
10768    2    2    4    4    16
10769    2    2    4    4    17
10770    2    2    4    4    18
10771    2    2    4    4    19
10772    2    2    4    4    20
10773    2    2    4    4    21
10774    2    2    4    4    22
10775    2    2    4    4    23
10776    2    2    4    4    24
10777    2    2    4    4    25
10778    2    2    4    4    26
10779    2    2    4    4    27
10780    2    2    4    4    28
10781    2    2    4    4    29
10782    2    2    4    4    30
10783    2    2    4    4    31
10784    2    2    4    4    32
10785    2    2    4    4    33
10786    2    2    4    4    34
10787    2    2    4    4    35
10788    2    2    4    4    36
10789    2    2    4    4    37
10790    2    2    4    4    38
10791    2    2    4    4    39
10792    2    2    4    4    40
10793    2    2    4    4    41
10794    2    2    4    4    42
10795    2    2    4    4    43
10796    2    2    4    4    44
10797    2    2    4    4    45
10798    2    2    4    4    46
10799    2    2    4    4    47
10800    2    2    4    4    48
10801    2    2    4    4    49
10802    2    2    4    4    50
10803    2    2    4    4    51
10804    2    2    4    4    52
10805    2    2    4    4    53
10806    2    2    4    4    54
10807    2    2    4    4    55
10808    2    2    4    4    56
10809    2    2    4    4    57
10810    2    2    4    4    58
10811    2    2    4    4    59
10812    2    2    4    4    60
10813    2    2    4    4    61
10814    2    2    4    4    62
10815    2    2    4    4    63
10816    2    2    4    4    64
10817    2    2    4    4    65
10818    2    2    4    4    66
10819    2    2    4    4    67
10820    2    2    4    4    68
10821    2    2    4    4    69
10822    2    2    4    4    70
10823    2    2    4    4    71
10824    2    2    4    4    72
10825    2    2    4    4    73
10826    2    2    4    4    74
10827    2    2    4    4    75
10828    2    2    4    4    76
10829    2    2    4    4    77
10830    2    2    4    4    78
10831    2    2    4    4    79
10832    2    2    4    4    80
10833    2    2    4    4    81
10834    2    2    4    4    82
10835    2    2    4    4    83
10836    2    2    4    4    84
10837    2    2    4    4    85
10838    2    2    4    4    86
10839    2    2    4    4    87
10840    2    2    4    4    88
10841    2    2    4    4    89
10842    2    2    4    4    90
10843    2    2    4    4    91
10844    2    2    4    4    92
10845    2    2    4    4    93
10846    2    2    4    4    94
10847    2    2    4    4    95
10848    2    2    4    4    96
10849    2    2    4    4    97
10850    2    2    4    4    98
10851    2    2    4    4    99
10852    2    2    4    4    100
10853    2    2    4    4    101
10854    2    2    4    4    102
10855    2    2    4    4    103
10856    2    2    4    4    104
10857    2    2    4    4    105
10858    2    2    4    4    106
10859    2    2    4    4    107
10860    2    2    4    4    108
10861    2    2    4    4    109
10862    2    2    4    4    110
10863    2    2    4    4    111
10864    2    2    4    4    112
10865    2    2    4    4    113
10866    2    2    4    4    114
10867    2    2    4    4    115
10868    2    2    4    4    116
10869    2    2    4    4    117
10870    2    2    4    4    118
10871    2    2    4    4    119
10872    2    2    4    4    120
10873    2    2    4    4    121
10874    2    2    4    4    122
10875    2    2    4    4    123
10876    2    2    4    4    124
10877    2    2    4    4    125
10878    2    2    4    4    126
10879    2    2    4    4    127
10880    2    2    5    5    0
10881    2    2    5    5    1
10882    2    2    5    5    2
10883    2    2    5    5    3
10884    2    2    5    5    4
10885    2    2    5    5    5
10886    2    2    5    5    6
10887    2    2    5    5    7
10888    2    2    5    5    8
10889    2    2    5    5    9
10890    2    2    5    5    10
10891    2    2    5    5    11
10892    2    2    5    5    12
10893    2    2    5    5    13
10894    2    2    5    5    14
10895    2    2    5    5    15
10896    2    2    5    5    16
10897    2    2    5    5    17
10898    2    2    5    5    18
10899    2    2    5    5    19
10900    2    2    5    5    20
10901    2    2    5    5    21
10902    2    2    5    5    22
10903    2    2    5    5    23
10904    2    2    5    5    24
10905    2    2    5    5    25
10906    2    2    5    5    26
10907    2    2    5    5    27
10908    2    2    5    5    28
10909    2    2    5    5    29
10910    2    2    5    5    30
10911    2    2    5    5    31
10912    2    2    5    5    32
10913    2    2    5    5    33
10914    2    2    5    5    34
10915    2    2    5    5    35
10916    2    2    5    5    36
10917    2    2    5    5    37
10918    2    2    5    5    38
10919    2    2    5    5    39
10920    2    2    5    5    40
10921    2    2    5    5    41
10922    2    2    5    5    42
10923    2    2    5    5    43
10924    2    2    5    5    44
10925    2    2    5    5    45
10926    2    2    5    5    46
10927    2    2    5    5    47
10928    2    2    5    5    48
10929    2    2    5    5    49
10930    2    2    5    5    50
10931    2    2    5    5    51
10932    2    2    5    5    52
10933    2    2    5    5    53
10934    2    2    5    5    54
10935    2    2    5    5    55
10936    2    2    5    5    56
10937    2    2    5    5    57
10938    2    2    5    5    58
10939    2    2    5    5    59
10940    2    2    5    5    60
10941    2    2    5    5    61
10942    2    2    5    5    62
10943    2    2    5    5    63
10944    2    2    5    5    64
10945    2    2    5    5    65
10946    2    2    5    5    66
10947    2    2    5    5    67
10948    2    2    5    5    68
10949    2    2    5    5    69
10950    2    2    5    5    70
10951    2    2    5    5    71
10952    2    2    5    5    72
10953    2    2    5    5    73
10954    2    2    5    5    74
10955    2    2    5    5    75
10956    2    2    5    5    76
10957    2    2    5    5    77
10958    2    2    5    5    78
10959    2    2    5    5    79
10960    2    2    5    5    80
10961    2    2    5    5    81
10962    2    2    5    5    82
10963    2    2    5    5    83
10964    2    2    5    5    84
10965    2    2    5    5    85
10966    2    2    5    5    86
10967    2    2    5    5    87
10968    2    2    5    5    88
10969    2    2    5    5    89
10970    2    2    5    5    90
10971    2    2    5    5    91
10972    2    2    5    5    92
10973    2    2    5    5    93
10974    2    2    5    5    94
10975    2    2    5    5    95
10976    2    2    5    5    96
10977    2    2    5    5    97
10978    2    2    5    5    98
10979    2    2    5    5    99
10980    2    2    5    5    100
10981    2    2    5    5    101
10982    2    2    5    5    102
10983    2    2    5    5    103
10984    2    2    5    5    104
10985    2    2    5    5    105
10986    2    2    5    5    106
10987    2    2    5    5    107
10988    2    2    5    5    108
10989    2    2    5    5    109
10990    2    2    5    5    110
10991    2    2    5    5    111
10992    2    2    5    5    112
10993    2    2    5    5    113
10994    2    2    5    5    114
10995    2    2    5    5    115
10996    2    2    5    5    116
10997    2    2    5    5    117
10998    2    2    5    5    118
10999    2    2    5    5    119
11000    2    2    5    5    120
11001    2    2    5    5    121
11002    2    2    5    5    122
11003    2    2    5    5    123
11004    2    2    5    5    124
11005    2    2    5    5    125
11006    2    2    5    5    126
11007    2    2    5    5    127
11008    2    2    6    6    0
11009    2    2    6    6    1
11010    2    2    6    6    2
11011    2    2    6    6    3
11012    2    2    6    6    4
11013    2    2    6    6    5
11014    2    2    6    6    6
11015    2    2    6    6    7
11016    2    2    6    6    8
11017    2    2    6    6    9
11018    2    2    6    6    10
11019    2    2    6    6    11
11020    2    2    6    6    12
11021    2    2    6    6    13
11022    2    2    6    6    14
11023    2    2    6    6    15
11024    2    2    6    6    16
11025    2    2    6    6    17
11026    2    2    6    6    18
11027    2    2    6    6    19
11028    2    2    6    6    20
11029    2    2    6    6    21
11030    2    2    6    6    22
11031    2    2    6    6    23
11032    2    2    6    6    24
11033    2    2    6    6    25
11034    2    2    6    6    26
11035    2    2    6    6    27
11036    2    2    6    6    28
11037    2    2    6    6    29
11038    2    2    6    6    30
11039    2    2    6    6    31
11040    2    2    6    6    32
11041    2    2    6    6    33
11042    2    2    6    6    34
11043    2    2    6    6    35
11044    2    2    6    6    36
11045    2    2    6    6    37
11046    2    2    6    6    38
11047    2    2    6    6    39
11048    2    2    6    6    40
11049    2    2    6    6    41
11050    2    2    6    6    42
11051    2    2    6    6    43
11052    2    2    6    6    44
11053    2    2    6    6    45
11054    2    2    6    6    46
11055    2    2    6    6    47
11056    2    2    6    6    48
11057    2    2    6    6    49
11058    2    2    6    6    50
11059    2    2    6    6    51
11060    2    2    6    6    52
11061    2    2    6    6    53
11062    2    2    6    6    54
11063    2    2    6    6    55
11064    2    2    6    6    56
11065    2    2    6    6    57
11066    2    2    6    6    58
11067    2    2    6    6    59
11068    2    2    6    6    60
11069    2    2    6    6    61
11070    2    2    6    6    62
11071    2    2    6    6    63
11072    2    2    6    6    64
11073    2    2    6    6    65
11074    2    2    6    6    66
11075    2    2    6    6    67
11076    2    2    6    6    68
11077    2    2    6    6    69
11078    2    2    6    6    70
11079    2    2    6    6    71
11080    2    2    6    6    72
11081    2    2    6    6    73
11082    2    2    6    6    74
11083    2    2    6    6    75
11084    2    2    6    6    76
11085    2    2    6    6    77
11086    2    2    6    6    78
11087    2    2    6    6    79
11088    2    2    6    6    80
11089    2    2    6    6    81
11090    2    2    6    6    82
11091    2    2    6    6    83
11092    2    2    6    6    84
11093    2    2    6    6    85
11094    2    2    6    6    86
11095    2    2    6    6    87
11096    2    2    6    6    88
11097    2    2    6    6    89
11098    2    2    6    6    90
11099    2    2    6    6    91
11100    2    2    6    6    92
11101    2    2    6    6    93
11102    2    2    6    6    94
11103    2    2    6    6    95
11104    2    2    6    6    96
11105    2    2    6    6    97
11106    2    2    6    6    98
11107    2    2    6    6    99
11108    2    2    6    6    100
11109    2    2    6    6    101
11110    2    2    6    6    102
11111    2    2    6    6    103
11112    2    2    6    6    104
11113    2    2    6    6    105
11114    2    2    6    6    106
11115    2    2    6    6    107
11116    2    2    6    6    108
11117    2    2    6    6    109
11118    2    2    6    6    110
11119    2    2    6    6    111
11120    2    2    6    6    112
11121    2    2    6    6    113
11122    2    2    6    6    114
11123    2    2    6    6    115
11124    2    2    6    6    116
11125    2    2    6    6    117
11126    2    2    6    6    118
11127    2    2    6    6    119
11128    2    2    6    6    120
11129    2    2    6    6    121
11130    2    2    6    6    122
11131    2    2    6    6    123
11132    2    2    6    6    124
11133    2    2    6    6    125
11134    2    2    6    6    126
11135    2    2    6    6    127
11136    2    2    7    7    0
11137    2    2    7    7    1
11138    2    2    7    7    2
11139    2    2    7    7    3
11140    2    2    7    7    4
11141    2    2    7    7    5
11142    2    2    7    7    6
11143    2    2    7    7    7
11144    2    2    7    7    8
11145    2    2    7    7    9
11146    2    2    7    7    10
11147    2    2    7    7    11
11148    2    2    7    7    12
11149    2    2    7    7    13
11150    2    2    7    7    14
11151    2    2    7    7    15
11152    2    2    7    7    16
11153    2    2    7    7    17
11154    2    2    7    7    18
11155    2    2    7    7    19
11156    2    2    7    7    20
11157    2    2    7    7    21
11158    2    2    7    7    22
11159    2    2    7    7    23
11160    2    2    7    7    24
11161    2    2    7    7    25
11162    2    2    7    7    26
11163    2    2    7    7    27
11164    2    2    7    7    28
11165    2    2    7    7    29
11166    2    2    7    7    30
11167    2    2    7    7    31
11168    2    2    7    7    32
11169    2    2    7    7    33
11170    2    2    7    7    34
11171    2    2    7    7    35
11172    2    2    7    7    36
11173    2    2    7    7    37
11174    2    2    7    7    38
11175    2    2    7    7    39
11176    2    2    7    7    40
11177    2    2    7    7    41
11178    2    2    7    7    42
11179    2    2    7    7    43
11180    2    2    7    7    44
11181    2    2    7    7    45
11182    2    2    7    7    46
11183    2    2    7    7    47
11184    2    2    7    7    48
11185    2    2    7    7    49
11186    2    2    7    7    50
11187    2    2    7    7    51
11188    2    2    7    7    52
11189    2    2    7    7    53
11190    2    2    7    7    54
11191    2    2    7    7    55
11192    2    2    7    7    56
11193    2    2    7    7    57
11194    2    2    7    7    58
11195    2    2    7    7    59
11196    2    2    7    7    60
11197    2    2    7    7    61
11198    2    2    7    7    62
11199    2    2    7    7    63
11200    2    2    7    7    64
11201    2    2    7    7    65
11202    2    2    7    7    66
11203    2    2    7    7    67
11204    2    2    7    7    68
11205    2    2    7    7    69
11206    2    2    7    7    70
11207    2    2    7    7    71
11208    2    2    7    7    72
11209    2    2    7    7    73
11210    2    2    7    7    74
11211    2    2    7    7    75
11212    2    2    7    7    76
11213    2    2    7    7    77
11214    2    2    7    7    78
11215    2    2    7    7    79
11216    2    2    7    7    80
11217    2    2    7    7    81
11218    2    2    7    7    82
11219    2    2    7    7    83
11220    2    2    7    7    84
11221    2    2    7    7    85
11222    2    2    7    7    86
11223    2    2    7    7    87
11224    2    2    7    7    88
11225    2    2    7    7    89
11226    2    2    7    7    90
11227    2    2    7    7    91
11228    2    2    7    7    92
11229    2    2    7    7    93
11230    2    2    7    7    94
11231    2    2    7    7    95
11232    2    2    7    7    96
11233    2    2    7    7    97
11234    2    2    7    7    98
11235    2    2    7    7    99
11236    2    2    7    7    100
11237    2    2    7    7    101
11238    2    2    7    7    102
11239    2    2    7    7    103
11240    2    2    7    7    104
11241    2    2    7    7    105
11242    2    2    7    7    106
11243    2    2    7    7    107
11244    2    2    7    7    108
11245    2    2    7    7    109
11246    2    2    7    7    110
11247    2    2    7    7    111
11248    2    2    7    7    112
11249    2    2    7    7    113
11250    2    2    7    7    114
11251    2    2    7    7    115
11252    2    2    7    7    116
11253    2    2    7    7    117
11254    2    2    7    7    118
11255    2    2    7    7    119
11256    2    2    7    7    120
11257    2    2    7    7    121
11258    2    2    7    7    122
11259    2    2    7    7    123
11260    2    2    7    7    124
11261    2    2    7    7    125
11262    2    2    7    7    126
11263    2    2    7    7    127
11264    2    2    8    12    0
11265    2    2    8    12    1
11266    2    2    8    12    2
11267    2    2    8    12    3
11268    2    2    8    12    4
11269    2    2    8    12    5
11270    2    2    8    12    6
11271    2    2    8    12    7
11272    2    2    8    12    8
11273    2    2    8    12    9
11274    2    2    8    12    10
11275    2    2    8    12    11
11276    2    2    8    12    12
11277    2    2    8    12    13
11278    2    2    8    12    14
11279    2    2    8    12    15
11280    2    2    8    12    16
11281    2    2    8    12    17
11282    2    2    8    12    18
11283    2    2    8    12    19
11284    2    2    8    12    20
11285    2    2    8    12    21
11286    2    2    8    12    22
11287    2    2    8    12    23
11288    2    2    8    12    24
11289    2    2    8    12    25
11290    2    2    8    12    26
11291    2    2    8    12    27
11292    2    2    8    12    28
11293    2    2    8    12    29
11294    2    2    8    12    30
11295    2    2    8    12    31
11296    2    2    8    12    32
11297    2    2    8    12    33
11298    2    2    8    12    34
11299    2    2    8    12    35
11300    2    2    8    12    36
11301    2    2    8    12    37
11302    2    2    8    12    38
11303    2    2    8    12    39
11304    2    2    8    12    40
11305    2    2    8    12    41
11306    2    2    8    12    42
11307    2    2    8    12    43
11308    2    2    8    12    44
11309    2    2    8    12    45
11310    2    2    8    12    46
11311    2    2    8    12    47
11312    2    2    8    12    48
11313    2    2    8    12    49
11314    2    2    8    12    50
11315    2    2    8    12    51
11316    2    2    8    12    52
11317    2    2    8    12    53
11318    2    2    8    12    54
11319    2    2    8    12    55
11320    2    2    8    12    56
11321    2    2    8    12    57
11322    2    2    8    12    58
11323    2    2    8    12    59
11324    2    2    8    12    60
11325    2    2    8    12    61
11326    2    2    8    12    62
11327    2    2    8    12    63
11328    2    2    8    12    64
11329    2    2    8    12    65
11330    2    2    8    12    66
11331    2    2    8    12    67
11332    2    2    8    12    68
11333    2    2    8    12    69
11334    2    2    8    12    70
11335    2    2    8    12    71
11336    2    2    8    12    72
11337    2    2    8    12    73
11338    2    2    8    12    74
11339    2    2    8    12    75
11340    2    2    8    12    76
11341    2    2    8    12    77
11342    2    2    8    12    78
11343    2    2    8    12    79
11344    2    2    8    12    80
11345    2    2    8    12    81
11346    2    2    8    12    82
11347    2    2    8    12    83
11348    2    2    8    12    84
11349    2    2    8    12    85
11350    2    2    8    12    86
11351    2    2    8    12    87
11352    2    2    8    12    88
11353    2    2    8    12    89
11354    2    2    8    12    90
11355    2    2    8    12    91
11356    2    2    8    12    92
11357    2    2    8    12    93
11358    2    2    8    12    94
11359    2    2    8    12    95
11360    2    2    8    12    96
11361    2    2    8    12    97
11362    2    2    8    12    98
11363    2    2    8    12    99
11364    2    2    8    12    100
11365    2    2    8    12    101
11366    2    2    8    12    102
11367    2    2    8    12    103
11368    2    2    8    12    104
11369    2    2    8    12    105
11370    2    2    8    12    106
11371    2    2    8    12    107
11372    2    2    8    12    108
11373    2    2    8    12    109
11374    2    2    8    12    110
11375    2    2    8    12    111
11376    2    2    8    12    112
11377    2    2    8    12    113
11378    2    2    8    12    114
11379    2    2    8    12    115
11380    2    2    8    12    116
11381    2    2    8    12    117
11382    2    2    8    12    118
11383    2    2    8    12    119
11384    2    2    8    12    120
11385    2    2    8    12    121
11386    2    2    8    12    122
11387    2    2    8    12    123
11388    2    2    8    12    124
11389    2    2    8    12    125
11390    2    2    8    12    126
11391    2    2    8    12    127
11392    2    2    9    13    0
11393    2    2    9    13    1
11394    2    2    9    13    2
11395    2    2    9    13    3
11396    2    2    9    13    4
11397    2    2    9    13    5
11398    2    2    9    13    6
11399    2    2    9    13    7
11400    2    2    9    13    8
11401    2    2    9    13    9
11402    2    2    9    13    10
11403    2    2    9    13    11
11404    2    2    9    13    12
11405    2    2    9    13    13
11406    2    2    9    13    14
11407    2    2    9    13    15
11408    2    2    9    13    16
11409    2    2    9    13    17
11410    2    2    9    13    18
11411    2    2    9    13    19
11412    2    2    9    13    20
11413    2    2    9    13    21
11414    2    2    9    13    22
11415    2    2    9    13    23
11416    2    2    9    13    24
11417    2    2    9    13    25
11418    2    2    9    13    26
11419    2    2    9    13    27
11420    2    2    9    13    28
11421    2    2    9    13    29
11422    2    2    9    13    30
11423    2    2    9    13    31
11424    2    2    9    13    32
11425    2    2    9    13    33
11426    2    2    9    13    34
11427    2    2    9    13    35
11428    2    2    9    13    36
11429    2    2    9    13    37
11430    2    2    9    13    38
11431    2    2    9    13    39
11432    2    2    9    13    40
11433    2    2    9    13    41
11434    2    2    9    13    42
11435    2    2    9    13    43
11436    2    2    9    13    44
11437    2    2    9    13    45
11438    2    2    9    13    46
11439    2    2    9    13    47
11440    2    2    9    13    48
11441    2    2    9    13    49
11442    2    2    9    13    50
11443    2    2    9    13    51
11444    2    2    9    13    52
11445    2    2    9    13    53
11446    2    2    9    13    54
11447    2    2    9    13    55
11448    2    2    9    13    56
11449    2    2    9    13    57
11450    2    2    9    13    58
11451    2    2    9    13    59
11452    2    2    9    13    60
11453    2    2    9    13    61
11454    2    2    9    13    62
11455    2    2    9    13    63
11456    2    2    9    13    64
11457    2    2    9    13    65
11458    2    2    9    13    66
11459    2    2    9    13    67
11460    2    2    9    13    68
11461    2    2    9    13    69
11462    2    2    9    13    70
11463    2    2    9    13    71
11464    2    2    9    13    72
11465    2    2    9    13    73
11466    2    2    9    13    74
11467    2    2    9    13    75
11468    2    2    9    13    76
11469    2    2    9    13    77
11470    2    2    9    13    78
11471    2    2    9    13    79
11472    2    2    9    13    80
11473    2    2    9    13    81
11474    2    2    9    13    82
11475    2    2    9    13    83
11476    2    2    9    13    84
11477    2    2    9    13    85
11478    2    2    9    13    86
11479    2    2    9    13    87
11480    2    2    9    13    88
11481    2    2    9    13    89
11482    2    2    9    13    90
11483    2    2    9    13    91
11484    2    2    9    13    92
11485    2    2    9    13    93
11486    2    2    9    13    94
11487    2    2    9    13    95
11488    2    2    9    13    96
11489    2    2    9    13    97
11490    2    2    9    13    98
11491    2    2    9    13    99
11492    2    2    9    13    100
11493    2    2    9    13    101
11494    2    2    9    13    102
11495    2    2    9    13    103
11496    2    2    9    13    104
11497    2    2    9    13    105
11498    2    2    9    13    106
11499    2    2    9    13    107
11500    2    2    9    13    108
11501    2    2    9    13    109
11502    2    2    9    13    110
11503    2    2    9    13    111
11504    2    2    9    13    112
11505    2    2    9    13    113
11506    2    2    9    13    114
11507    2    2    9    13    115
11508    2    2    9    13    116
11509    2    2    9    13    117
11510    2    2    9    13    118
11511    2    2    9    13    119
11512    2    2    9    13    120
11513    2    2    9    13    121
11514    2    2    9    13    122
11515    2    2    9    13    123
11516    2    2    9    13    124
11517    2    2    9    13    125
11518    2    2    9    13    126
11519    2    2    9    13    127
11520    2    2    10    14    0
11521    2    2    10    14    1
11522    2    2    10    14    2
11523    2    2    10    14    3
11524    2    2    10    14    4
11525    2    2    10    14    5
11526    2    2    10    14    6
11527    2    2    10    14    7
11528    2    2    10    14    8
11529    2    2    10    14    9
11530    2    2    10    14    10
11531    2    2    10    14    11
11532    2    2    10    14    12
11533    2    2    10    14    13
11534    2    2    10    14    14
11535    2    2    10    14    15
11536    2    2    10    14    16
11537    2    2    10    14    17
11538    2    2    10    14    18
11539    2    2    10    14    19
11540    2    2    10    14    20
11541    2    2    10    14    21
11542    2    2    10    14    22
11543    2    2    10    14    23
11544    2    2    10    14    24
11545    2    2    10    14    25
11546    2    2    10    14    26
11547    2    2    10    14    27
11548    2    2    10    14    28
11549    2    2    10    14    29
11550    2    2    10    14    30
11551    2    2    10    14    31
11552    2    2    10    14    32
11553    2    2    10    14    33
11554    2    2    10    14    34
11555    2    2    10    14    35
11556    2    2    10    14    36
11557    2    2    10    14    37
11558    2    2    10    14    38
11559    2    2    10    14    39
11560    2    2    10    14    40
11561    2    2    10    14    41
11562    2    2    10    14    42
11563    2    2    10    14    43
11564    2    2    10    14    44
11565    2    2    10    14    45
11566    2    2    10    14    46
11567    2    2    10    14    47
11568    2    2    10    14    48
11569    2    2    10    14    49
11570    2    2    10    14    50
11571    2    2    10    14    51
11572    2    2    10    14    52
11573    2    2    10    14    53
11574    2    2    10    14    54
11575    2    2    10    14    55
11576    2    2    10    14    56
11577    2    2    10    14    57
11578    2    2    10    14    58
11579    2    2    10    14    59
11580    2    2    10    14    60
11581    2    2    10    14    61
11582    2    2    10    14    62
11583    2    2    10    14    63
11584    2    2    10    14    64
11585    2    2    10    14    65
11586    2    2    10    14    66
11587    2    2    10    14    67
11588    2    2    10    14    68
11589    2    2    10    14    69
11590    2    2    10    14    70
11591    2    2    10    14    71
11592    2    2    10    14    72
11593    2    2    10    14    73
11594    2    2    10    14    74
11595    2    2    10    14    75
11596    2    2    10    14    76
11597    2    2    10    14    77
11598    2    2    10    14    78
11599    2    2    10    14    79
11600    2    2    10    14    80
11601    2    2    10    14    81
11602    2    2    10    14    82
11603    2    2    10    14    83
11604    2    2    10    14    84
11605    2    2    10    14    85
11606    2    2    10    14    86
11607    2    2    10    14    87
11608    2    2    10    14    88
11609    2    2    10    14    89
11610    2    2    10    14    90
11611    2    2    10    14    91
11612    2    2    10    14    92
11613    2    2    10    14    93
11614    2    2    10    14    94
11615    2    2    10    14    95
11616    2    2    10    14    96
11617    2    2    10    14    97
11618    2    2    10    14    98
11619    2    2    10    14    99
11620    2    2    10    14    100
11621    2    2    10    14    101
11622    2    2    10    14    102
11623    2    2    10    14    103
11624    2    2    10    14    104
11625    2    2    10    14    105
11626    2    2    10    14    106
11627    2    2    10    14    107
11628    2    2    10    14    108
11629    2    2    10    14    109
11630    2    2    10    14    110
11631    2    2    10    14    111
11632    2    2    10    14    112
11633    2    2    10    14    113
11634    2    2    10    14    114
11635    2    2    10    14    115
11636    2    2    10    14    116
11637    2    2    10    14    117
11638    2    2    10    14    118
11639    2    2    10    14    119
11640    2    2    10    14    120
11641    2    2    10    14    121
11642    2    2    10    14    122
11643    2    2    10    14    123
11644    2    2    10    14    124
11645    2    2    10    14    125
11646    2    2    10    14    126
11647    2    2    10    14    127
11648    2    2    11    15    0
11649    2    2    11    15    1
11650    2    2    11    15    2
11651    2    2    11    15    3
11652    2    2    11    15    4
11653    2    2    11    15    5
11654    2    2    11    15    6
11655    2    2    11    15    7
11656    2    2    11    15    8
11657    2    2    11    15    9
11658    2    2    11    15    10
11659    2    2    11    15    11
11660    2    2    11    15    12
11661    2    2    11    15    13
11662    2    2    11    15    14
11663    2    2    11    15    15
11664    2    2    11    15    16
11665    2    2    11    15    17
11666    2    2    11    15    18
11667    2    2    11    15    19
11668    2    2    11    15    20
11669    2    2    11    15    21
11670    2    2    11    15    22
11671    2    2    11    15    23
11672    2    2    11    15    24
11673    2    2    11    15    25
11674    2    2    11    15    26
11675    2    2    11    15    27
11676    2    2    11    15    28
11677    2    2    11    15    29
11678    2    2    11    15    30
11679    2    2    11    15    31
11680    2    2    11    15    32
11681    2    2    11    15    33
11682    2    2    11    15    34
11683    2    2    11    15    35
11684    2    2    11    15    36
11685    2    2    11    15    37
11686    2    2    11    15    38
11687    2    2    11    15    39
11688    2    2    11    15    40
11689    2    2    11    15    41
11690    2    2    11    15    42
11691    2    2    11    15    43
11692    2    2    11    15    44
11693    2    2    11    15    45
11694    2    2    11    15    46
11695    2    2    11    15    47
11696    2    2    11    15    48
11697    2    2    11    15    49
11698    2    2    11    15    50
11699    2    2    11    15    51
11700    2    2    11    15    52
11701    2    2    11    15    53
11702    2    2    11    15    54
11703    2    2    11    15    55
11704    2    2    11    15    56
11705    2    2    11    15    57
11706    2    2    11    15    58
11707    2    2    11    15    59
11708    2    2    11    15    60
11709    2    2    11    15    61
11710    2    2    11    15    62
11711    2    2    11    15    63
11712    2    2    11    15    64
11713    2    2    11    15    65
11714    2    2    11    15    66
11715    2    2    11    15    67
11716    2    2    11    15    68
11717    2    2    11    15    69
11718    2    2    11    15    70
11719    2    2    11    15    71
11720    2    2    11    15    72
11721    2    2    11    15    73
11722    2    2    11    15    74
11723    2    2    11    15    75
11724    2    2    11    15    76
11725    2    2    11    15    77
11726    2    2    11    15    78
11727    2    2    11    15    79
11728    2    2    11    15    80
11729    2    2    11    15    81
11730    2    2    11    15    82
11731    2    2    11    15    83
11732    2    2    11    15    84
11733    2    2    11    15    85
11734    2    2    11    15    86
11735    2    2    11    15    87
11736    2    2    11    15    88
11737    2    2    11    15    89
11738    2    2    11    15    90
11739    2    2    11    15    91
11740    2    2    11    15    92
11741    2    2    11    15    93
11742    2    2    11    15    94
11743    2    2    11    15    95
11744    2    2    11    15    96
11745    2    2    11    15    97
11746    2    2    11    15    98
11747    2    2    11    15    99
11748    2    2    11    15    100
11749    2    2    11    15    101
11750    2    2    11    15    102
11751    2    2    11    15    103
11752    2    2    11    15    104
11753    2    2    11    15    105
11754    2    2    11    15    106
11755    2    2    11    15    107
11756    2    2    11    15    108
11757    2    2    11    15    109
11758    2    2    11    15    110
11759    2    2    11    15    111
11760    2    2    11    15    112
11761    2    2    11    15    113
11762    2    2    11    15    114
11763    2    2    11    15    115
11764    2    2    11    15    116
11765    2    2    11    15    117
11766    2    2    11    15    118
11767    2    2    11    15    119
11768    2    2    11    15    120
11769    2    2    11    15    121
11770    2    2    11    15    122
11771    2    2    11    15    123
11772    2    2    11    15    124
11773    2    2    11    15    125
11774    2    2    11    15    126
11775    2    2    11    15    127
11776    2    2    12    16    0
11777    2    2    12    16    1
11778    2    2    12    16    2
11779    2    2    12    16    3
11780    2    2    12    16    4
11781    2    2    12    16    5
11782    2    2    12    16    6
11783    2    2    12    16    7
11784    2    2    12    16    8
11785    2    2    12    16    9
11786    2    2    12    16    10
11787    2    2    12    16    11
11788    2    2    12    16    12
11789    2    2    12    16    13
11790    2    2    12    16    14
11791    2    2    12    16    15
11792    2    2    12    16    16
11793    2    2    12    16    17
11794    2    2    12    16    18
11795    2    2    12    16    19
11796    2    2    12    16    20
11797    2    2    12    16    21
11798    2    2    12    16    22
11799    2    2    12    16    23
